QR_ID,Vendor_Code,Vendor_Name,Lot_Number,Date_of_Manufacture,Warranty_Expiry,Num_Inspections,Inspection_Records,In_Service_Failure,Failure_Date,Track_Section
QR0293,V003,SAIL,LOT6185,2023-12-23,2025-12-23,5,"[{'date': datetime.date(2024, 9, 23), 'result': 'Pass', 'wear': np.float64(16.98)}, {'date': datetime.date(2024, 11, 30), 'result': 'Pass', 'wear': np.float64(8.49)}, {'date': datetime.date(2025, 8, 10), 'result': 'Pass', 'wear': np.float64(10.16)}, {'date': datetime.date(2025, 2, 1), 'result': 'Pass', 'wear': np.float64(11.8)}, {'date': datetime.date(2024, 3, 30), 'result': 'Pass', 'wear': np.float64(19.24)}]",No,,Heavy Load Zone
QR0294,V001,Tata Steel,LOT2106,2024-02-28,2025-02-28,4,"[{'date': datetime.date(2025, 6, 28), 'result': 'Pass', 'wear': np.float64(20.23)}, {'date': datetime.date(2025, 3, 17), 'result': 'Fail', 'wear': np.float64(9.26)}, {'date': datetime.date(2025, 1, 17), 'result': 'Fail', 'wear': np.float64(14.76)}, {'date': datetime.date(2025, 6, 19), 'result': 'Pass', 'wear': np.float64(36.42)}]",No,,Plain
QR0295,V004,Bharat Forge,LOT7939,2025-04-14,2030-04-14,2,"[{'date': datetime.date(2025, 5, 3), 'result': 'Pass', 'wear': np.float64(32.28)}, {'date': datetime.date(2025, 6, 5), 'result': 'Pass', 'wear': np.float64(19.36)}]",No,,Heavy Load Zone
QR0296,V003,SAIL,LOT2294,2024-01-14,2026-01-14,3,"[{'date': datetime.date(2024, 8, 4), 'result': 'Pass', 'wear': np.float64(15.38)}, {'date': datetime.date(2024, 9, 17), 'result': 'Pass', 'wear': np.float64(16.2)}, {'date': datetime.date(2024, 7, 21), 'result': 'Pass', 'wear': np.float64(21.14)}]",No,,Heavy Load Zone
QR0297,V003,SAIL,LOT8167,2024-04-16,2026-04-16,2,"[{'date': datetime.date(2025, 8, 15), 'result': 'Pass', 'wear': np.float64(4.77)}, {'date': datetime.date(2025, 3, 7), 'result': 'Fail', 'wear': np.float64(12.43)}]",No,,Plain
QR0298,V005,Reliance Infra,LOT1901,2025-07-04,2028-07-04,3,"[{'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(18.99)}, {'date': datetime.date(2025, 7, 8), 'result': 'Pass', 'wear': np.float64(21.47)}]",No,,Hilly Terrain
QR0299,V005,Reliance Infra,LOT9474,2025-04-19,2028-04-19,3,"[{'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(10.17)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(30.74)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(2.74)}]",No,,Heavy Load Zone
QR0300,V001,Tata Steel,LOT6488,2024-08-26,2029-08-26,4,"[{'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(0.36)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(17.24)}, {'date': datetime.date(2024, 12, 21), 'result': 'Fail', 'wear': np.float64(25.47)}, {'date': datetime.date(2025, 2, 8), 'result': 'Pass', 'wear': np.float64(31.84)}]",No,,Plain
QR0301,V003,SAIL,LOT1908,2025-02-01,2030-02-01,3,"[{'date': datetime.date(2025, 2, 12), 'result': 'Pass', 'wear': np.float64(10.41)}, {'date': datetime.date(2025, 5, 11), 'result': 'Pass', 'wear': np.float64(25.79)}, {'date': datetime.date(2025, 4, 24), 'result': 'Pass', 'wear': np.float64(14.61)}]",No,,Heavy Load Zone
QR0302,V002,Jindal Rail Infra,LOT9336,2025-02-14,2026-02-14,2,"[{'date': datetime.date(2025, 3, 2), 'result': 'Pass', 'wear': np.float64(13.27)}, {'date': datetime.date(2025, 7, 25), 'result': 'Pass', 'wear': np.float64(23.84)}]",Yes,2025-08-07,Hilly Terrain
QR0303,V004,Bharat Forge,LOT3458,2024-12-22,2026-12-22,2,"[{'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(21.52)}, {'date': datetime.date(2025, 6, 9), 'result': 'Fail', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0304,V002,Jindal Rail Infra,LOT6272,2023-11-08,2025-11-08,5,"[{'date': datetime.date(2024, 5, 14), 'result': 'Fail', 'wear': np.float64(29.77)}, {'date': datetime.date(2024, 3, 2), 'result': 'Pass', 'wear': np.float64(28.8)}, {'date': datetime.date(2024, 7, 19), 'result': 'Pass', 'wear': np.float64(8.74)}, {'date': datetime.date(2025, 3, 26), 'result': 'Pass', 'wear': np.float64(18.96)}, {'date': datetime.date(2024, 1, 25), 'result': 'Pass', 'wear': np.float64(19.94)}]",No,,Heavy Load Zone
QR0305,V002,Jindal Rail Infra,LOT4656,2025-08-25,2026-08-25,5,"[{'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(17.61)}, {'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(9.5)}, {'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(8.28)}, {'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(14.74)}, {'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(26.73)}]",No,,Heavy Load Zone
QR0306,V003,SAIL,LOT4287,2024-03-07,2027-03-07,4,"[{'date': datetime.date(2024, 3, 13), 'result': 'Pass', 'wear': np.float64(20.44)}, {'date': datetime.date(2024, 4, 5), 'result': 'Pass', 'wear': np.float64(11.29)}, {'date': datetime.date(2024, 5, 19), 'result': 'Pass', 'wear': np.float64(22.72)}, {'date': datetime.date(2024, 12, 15), 'result': 'Fail', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0307,V005,Reliance Infra,LOT5016,2025-01-16,2027-01-16,2,"[{'date': datetime.date(2025, 6, 8), 'result': 'Fail', 'wear': np.float64(26.49)}, {'date': datetime.date(2025, 1, 25), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Heavy Load Zone
QR0308,V003,SAIL,LOT1023,2024-10-29,2029-10-29,4,"[{'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(11.38)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(3.8)}, {'date': datetime.date(2025, 6, 15), 'result': 'Pass', 'wear': np.float64(2.05)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(26.61)}]",No,,Coastal Area
QR0309,V003,SAIL,LOT2524,2024-12-21,2025-12-21,3,"[{'date': datetime.date(2025, 4, 28), 'result': 'Pass', 'wear': np.float64(10.32)}, {'date': datetime.date(2025, 7, 6), 'result': 'Pass', 'wear': np.float64(18.47)}, {'date': datetime.date(2025, 2, 26), 'result': 'Pass', 'wear': np.float64(14.53)}]",No,,Heavy Load Zone
QR0310,V005,Reliance Infra,LOT2565,2024-10-19,2026-10-19,5,"[{'date': datetime.date(2024, 12, 25), 'result': 'Pass', 'wear': np.float64(19.77)}, {'date': datetime.date(2025, 1, 14), 'result': 'Pass', 'wear': np.float64(15.77)}, {'date': datetime.date(2025, 2, 22), 'result': 'Pass', 'wear': np.float64(2.17)}, {'date': datetime.date(2025, 8, 6), 'result': 'Fail', 'wear': np.float64(24.96)}, {'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(10.06)}]",No,,Hilly Terrain
QR0311,V004,Bharat Forge,LOT6345,2024-01-28,2027-01-28,5,"[{'date': datetime.date(2024, 7, 26), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 2, 19), 'result': 'Pass', 'wear': np.float64(10.72)}, {'date': datetime.date(2024, 8, 18), 'result': 'Pass', 'wear': np.float64(30.01)}, {'date': datetime.date(2024, 4, 30), 'result': 'Pass', 'wear': np.float64(23.5)}, {'date': datetime.date(2025, 2, 28), 'result': 'Pass', 'wear': np.float64(11.51)}]",No,,Coastal Area
QR0312,V004,Bharat Forge,LOT8635,2024-05-12,2027-05-12,5,"[{'date': datetime.date(2024, 6, 13), 'result': 'Pass', 'wear': np.float64(11.51)}, {'date': datetime.date(2025, 8, 20), 'result': 'Pass', 'wear': np.float64(11.78)}, {'date': datetime.date(2024, 10, 30), 'result': 'Pass', 'wear': np.float64(35.77)}, {'date': datetime.date(2024, 7, 23), 'result': 'Pass', 'wear': np.float64(18.82)}, {'date': datetime.date(2025, 3, 29), 'result': 'Pass', 'wear': np.float64(19.3)}]",No,,Heavy Load Zone
QR0313,V002,Jindal Rail Infra,LOT5984,2025-02-14,2026-02-14,3,"[{'date': datetime.date(2025, 4, 10), 'result': 'Pass', 'wear': np.float64(25.3)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(17.39)}, {'date': datetime.date(2025, 4, 30), 'result': 'Pass', 'wear': np.float64(12.41)}]",No,,Hilly Terrain
QR0314,V004,Bharat Forge,LOT9412,2025-01-23,2026-01-23,4,"[{'date': datetime.date(2025, 4, 13), 'result': 'Pass', 'wear': np.float64(13.04)}, {'date': datetime.date(2025, 6, 1), 'result': 'Fail', 'wear': np.float64(14.28)}, {'date': datetime.date(2025, 7, 22), 'result': 'Pass', 'wear': np.float64(14.63)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(22.28)}]",No,,Plain
QR0315,V002,Jindal Rail Infra,LOT2551,2025-04-13,2030-04-13,2,"[{'date': datetime.date(2025, 6, 25), 'result': 'Pass', 'wear': np.float64(15.52)}, {'date': datetime.date(2025, 6, 1), 'result': 'Pass', 'wear': np.float64(22.33)}]",Yes,2025-07-27,Coastal Area
QR0316,V002,Jindal Rail Infra,LOT4246,2024-08-04,2029-08-04,4,"[{'date': datetime.date(2025, 4, 19), 'result': 'Pass', 'wear': np.float64(14.19)}, {'date': datetime.date(2024, 8, 12), 'result': 'Fail', 'wear': np.float64(15.79)}, {'date': datetime.date(2025, 4, 8), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(24.16)}]",No,,Heavy Load Zone
QR0317,V001,Tata Steel,LOT2056,2025-04-10,2027-04-10,5,"[{'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(18.46)}, {'date': datetime.date(2025, 5, 23), 'result': 'Pass', 'wear': np.float64(24.98)}, {'date': datetime.date(2025, 6, 6), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 29), 'result': 'Pass', 'wear': np.float64(35.88)}, {'date': datetime.date(2025, 4, 11), 'result': 'Pass', 'wear': np.float64(13.6)}]",No,,Heavy Load Zone
QR0318,V002,Jindal Rail Infra,LOT8096,2024-12-06,2029-12-06,5,"[{'date': datetime.date(2025, 7, 26), 'result': 'Pass', 'wear': np.float64(26.08)}, {'date': datetime.date(2025, 6, 10), 'result': 'Pass', 'wear': np.float64(4.6)}, {'date': datetime.date(2025, 6, 15), 'result': 'Pass', 'wear': np.float64(21.13)}, {'date': datetime.date(2025, 6, 9), 'result': 'Pass', 'wear': np.float64(4.47)}, {'date': datetime.date(2024, 12, 21), 'result': 'Pass', 'wear': np.float64(8.76)}]",No,,Coastal Area
QR0319,V001,Tata Steel,LOT5026,2023-11-18,2026-11-18,5,"[{'date': datetime.date(2025, 2, 19), 'result': 'Pass', 'wear': np.float64(34.14)}, {'date': datetime.date(2024, 7, 3), 'result': 'Pass', 'wear': np.float64(13.09)}, {'date': datetime.date(2024, 12, 4), 'result': 'Pass', 'wear': np.float64(17.17)}, {'date': datetime.date(2024, 12, 8), 'result': 'Pass', 'wear': np.float64(23.7)}, {'date': datetime.date(2024, 10, 24), 'result': 'Pass', 'wear': np.float64(19.96)}]",No,,Plain
QR0320,V002,Jindal Rail Infra,LOT9907,2023-11-21,2024-11-21,5,"[{'date': datetime.date(2024, 4, 20), 'result': 'Pass', 'wear': np.float64(16.5)}, {'date': datetime.date(2024, 9, 18), 'result': 'Pass', 'wear': np.float64(18.65)}, {'date': datetime.date(2024, 11, 8), 'result': 'Pass', 'wear': np.float64(39.03)}, {'date': datetime.date(2024, 2, 5), 'result': 'Pass', 'wear': np.float64(14.42)}, {'date': datetime.date(2025, 4, 20), 'result': 'Fail', 'wear': np.float64(17.01)}]",No,,Urban Metro
QR0321,V003,SAIL,LOT3946,2024-02-14,2025-02-14,4,"[{'date': datetime.date(2024, 10, 8), 'result': 'Pass', 'wear': np.float64(25.51)}, {'date': datetime.date(2025, 8, 16), 'result': 'Pass', 'wear': np.float64(26.06)}, {'date': datetime.date(2024, 11, 30), 'result': 'Pass', 'wear': np.float64(26.87)}, {'date': datetime.date(2025, 8, 5), 'result': 'Pass', 'wear': np.float64(21.39)}]",No,,Urban Metro
QR0322,V005,Reliance Infra,LOT6856,2023-12-05,2025-12-05,3,"[{'date': datetime.date(2024, 9, 26), 'result': 'Pass', 'wear': np.float64(3.57)}, {'date': datetime.date(2025, 1, 31), 'result': 'Pass', 'wear': np.float64(31.33)}, {'date': datetime.date(2024, 6, 5), 'result': 'Pass', 'wear': np.float64(3.54)}]",No,,Heavy Load Zone
QR0323,V002,Jindal Rail Infra,LOT7363,2024-05-12,2027-05-12,3,"[{'date': datetime.date(2025, 2, 11), 'result': 'Pass', 'wear': np.float64(18.03)}, {'date': datetime.date(2025, 2, 5), 'result': 'Pass', 'wear': np.float64(7.46)}, {'date': datetime.date(2025, 8, 19), 'result': 'Pass', 'wear': np.float64(14.36)}]",No,,Plain
QR0324,V001,Tata Steel,LOT6761,2023-09-22,2025-09-22,3,"[{'date': datetime.date(2025, 2, 15), 'result': 'Pass', 'wear': np.float64(18.29)}, {'date': datetime.date(2024, 3, 25), 'result': 'Pass', 'wear': np.float64(18.21)}, {'date': datetime.date(2025, 3, 5), 'result': 'Fail', 'wear': np.float64(19.22)}]",No,,Coastal Area
QR0325,V004,Bharat Forge,LOT1621,2025-04-04,2026-04-04,2,"[{'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(31.14)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(19.54)}]",No,,Heavy Load Zone
QR0326,V003,SAIL,LOT4300,2023-11-13,2025-11-13,4,"[{'date': datetime.date(2024, 3, 23), 'result': 'Pass', 'wear': np.float64(12.56)}, {'date': datetime.date(2024, 8, 11), 'result': 'Fail', 'wear': np.float64(24.64)}, {'date': datetime.date(2024, 6, 18), 'result': 'Pass', 'wear': np.float64(26.89)}, {'date': datetime.date(2025, 6, 1), 'result': 'Pass', 'wear': np.float64(2.72)}]",Yes,2024-01-28,Plain
QR0327,V002,Jindal Rail Infra,LOT2817,2024-06-18,2027-06-18,2,"[{'date': datetime.date(2025, 7, 13), 'result': 'Pass', 'wear': np.float64(20.97)}, {'date': datetime.date(2024, 11, 20), 'result': 'Fail', 'wear': np.float64(22.01)}]",No,,Heavy Load Zone
QR0328,V003,SAIL,LOT5944,2024-10-30,2027-10-30,3,"[{'date': datetime.date(2025, 4, 6), 'result': 'Fail', 'wear': np.float64(12.02)}, {'date': datetime.date(2025, 8, 13), 'result': 'Pass', 'wear': np.float64(28.76)}, {'date': datetime.date(2025, 3, 21), 'result': 'Pass', 'wear': np.float64(13.5)}]",No,,Urban Metro
QR0329,V003,SAIL,LOT3854,2024-03-29,2027-03-29,3,"[{'date': datetime.date(2024, 6, 21), 'result': 'Pass', 'wear': np.float64(16.26)}, {'date': datetime.date(2024, 12, 27), 'result': 'Pass', 'wear': np.float64(13.27)}, {'date': datetime.date(2024, 9, 10), 'result': 'Pass', 'wear': np.float64(15.16)}]",No,,Hilly Terrain
QR0330,V002,Jindal Rail Infra,LOT3911,2025-05-16,2026-05-16,5,"[{'date': datetime.date(2025, 6, 21), 'result': 'Pass', 'wear': np.float64(4.04)}, {'date': datetime.date(2025, 5, 16), 'result': 'Pass', 'wear': np.float64(0.6)}, {'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(30.95)}, {'date': datetime.date(2025, 6, 10), 'result': 'Pass', 'wear': np.float64(6.53)}, {'date': datetime.date(2025, 6, 29), 'result': 'Pass', 'wear': np.float64(5.09)}]",No,,Plain
QR0331,V002,Jindal Rail Infra,LOT2705,2025-02-03,2030-02-03,3,"[{'date': datetime.date(2025, 7, 9), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 10), 'result': 'Pass', 'wear': np.float64(8.61)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(1.77)}]",No,,Heavy Load Zone
QR0332,V003,SAIL,LOT8317,2025-05-29,2026-05-29,4,"[{'date': datetime.date(2025, 8, 11), 'result': 'Pass', 'wear': np.float64(31.42)}, {'date': datetime.date(2025, 8, 2), 'result': 'Pass', 'wear': np.float64(25.1)}, {'date': datetime.date(2025, 8, 19), 'result': 'Pass', 'wear': np.float64(8.12)}, {'date': datetime.date(2025, 7, 2), 'result': 'Pass', 'wear': np.float64(37.52)}]",No,,Heavy Load Zone
QR0333,V004,Bharat Forge,LOT8179,2025-05-18,2030-05-18,3,"[{'date': datetime.date(2025, 7, 5), 'result': 'Pass', 'wear': np.float64(24.82)}, {'date': datetime.date(2025, 6, 14), 'result': 'Pass', 'wear': np.float64(11.75)}, {'date': datetime.date(2025, 6, 11), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Heavy Load Zone
QR0334,V004,Bharat Forge,LOT4695,2024-08-19,2026-08-19,5,"[{'date': datetime.date(2024, 11, 7), 'result': 'Pass', 'wear': np.float64(37.91)}, {'date': datetime.date(2025, 7, 5), 'result': 'Pass', 'wear': np.float64(1.1)}, {'date': datetime.date(2025, 1, 13), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(25.23)}, {'date': datetime.date(2025, 8, 25), 'result': 'Fail', 'wear': np.float64(39.4)}]",No,,Coastal Area
QR0335,V004,Bharat Forge,LOT3636,2023-12-14,2024-12-14,2,"[{'date': datetime.date(2024, 11, 19), 'result': 'Pass', 'wear': np.float64(28.84)}, {'date': datetime.date(2024, 12, 13), 'result': 'Fail', 'wear': np.float64(20.64)}]",No,,Heavy Load Zone
QR0336,V004,Bharat Forge,LOT3703,2025-01-03,2030-01-03,3,"[{'date': datetime.date(2025, 2, 8), 'result': 'Pass', 'wear': np.float64(20.95)}, {'date': datetime.date(2025, 2, 4), 'result': 'Pass', 'wear': np.float64(23.53)}, {'date': datetime.date(2025, 1, 14), 'result': 'Fail', 'wear': np.float64(22.59)}]",No,,Plain
QR0337,V005,Reliance Infra,LOT5346,2024-04-23,2027-04-23,4,"[{'date': datetime.date(2024, 9, 14), 'result': 'Pass', 'wear': np.float64(17.81)}, {'date': datetime.date(2025, 3, 8), 'result': 'Pass', 'wear': np.float64(16.04)}, {'date': datetime.date(2025, 7, 29), 'result': 'Pass', 'wear': np.float64(14.37)}, {'date': datetime.date(2025, 5, 2), 'result': 'Pass', 'wear': np.float64(7.46)}]",No,,Hilly Terrain
QR0338,V001,Tata Steel,LOT8005,2025-05-23,2026-05-23,4,"[{'date': datetime.date(2025, 7, 6), 'result': 'Pass', 'wear': np.float64(12.19)}, {'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 7, 31), 'result': 'Pass', 'wear': np.float64(14.02)}, {'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(5.11)}]",No,,Hilly Terrain
QR0339,V001,Tata Steel,LOT8758,2025-08-26,2026-08-26,4,"[{'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(3.96)}, {'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(16.8)}, {'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(28.92)}, {'date': datetime.date(2025, 8, 29), 'result': 'Pass', 'wear': np.float64(24.18)}]",No,,Urban Metro
QR0340,V002,Jindal Rail Infra,LOT7078,2023-11-18,2028-11-18,4,"[{'date': datetime.date(2025, 4, 29), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 8, 15), 'result': 'Pass', 'wear': np.float64(5.1)}, {'date': datetime.date(2025, 1, 3), 'result': 'Pass', 'wear': np.float64(24.41)}, {'date': datetime.date(2024, 3, 25), 'result': 'Pass', 'wear': np.float64(5.18)}]",No,,Plain
QR0341,V001,Tata Steel,LOT3476,2025-08-06,2026-08-06,2,"[{'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(12.75)}, {'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(20.5)}]",No,,Plain
QR0342,V002,Jindal Rail Infra,LOT1999,2024-12-30,2029-12-30,5,"[{'date': datetime.date(2025, 1, 23), 'result': 'Fail', 'wear': np.float64(5.32)}, {'date': datetime.date(2025, 2, 14), 'result': 'Pass', 'wear': np.float64(16.05)}, {'date': datetime.date(2025, 6, 15), 'result': 'Fail', 'wear': np.float64(1.66)}, {'date': datetime.date(2025, 5, 27), 'result': 'Pass', 'wear': np.float64(8.99)}, {'date': datetime.date(2024, 12, 31), 'result': 'Pass', 'wear': np.float64(18.2)}]",No,,Urban Metro
QR0343,V001,Tata Steel,LOT9226,2025-02-21,2027-02-21,2,"[{'date': datetime.date(2025, 2, 24), 'result': 'Fail', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 3, 1), 'result': 'Pass', 'wear': np.float64(19.4)}]",No,,Coastal Area
QR0344,V002,Jindal Rail Infra,LOT4157,2024-10-27,2026-10-27,2,"[{'date': datetime.date(2025, 3, 11), 'result': 'Pass', 'wear': np.float64(14.8)}, {'date': datetime.date(2024, 12, 7), 'result': 'Fail', 'wear': np.float64(20.52)}]",No,,Coastal Area
QR0345,V005,Reliance Infra,LOT5225,2024-04-26,2027-04-26,2,"[{'date': datetime.date(2024, 8, 1), 'result': 'Pass', 'wear': np.float64(17.24)}, {'date': datetime.date(2024, 10, 26), 'result': 'Pass', 'wear': np.float64(28.64)}]",No,,Hilly Terrain
QR0346,V005,Reliance Infra,LOT8506,2025-05-17,2026-05-17,5,"[{'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(16.25)}, {'date': datetime.date(2025, 8, 7), 'result': 'Pass', 'wear': np.float64(10.71)}, {'date': datetime.date(2025, 8, 6), 'result': 'Pass', 'wear': np.float64(16.22)}, {'date': datetime.date(2025, 7, 27), 'result': 'Pass', 'wear': np.float64(20.43)}, {'date': datetime.date(2025, 5, 23), 'result': 'Fail', 'wear': np.float64(15.49)}]",No,,Heavy Load Zone
QR0347,V005,Reliance Infra,LOT2654,2025-03-25,2028-03-25,4,"[{'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(15.41)}, {'date': datetime.date(2025, 8, 12), 'result': 'Pass', 'wear': np.float64(7.98)}, {'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(8.37)}, {'date': datetime.date(2025, 3, 28), 'result': 'Pass', 'wear': np.float64(0.97)}]",No,,Coastal Area
QR0348,V003,SAIL,LOT7602,2025-06-25,2027-06-25,5,"[{'date': datetime.date(2025, 7, 10), 'result': 'Pass', 'wear': np.float64(32.5)}, {'date': datetime.date(2025, 7, 13), 'result': 'Pass', 'wear': np.float64(2.56)}, {'date': datetime.date(2025, 7, 19), 'result': 'Pass', 'wear': np.float64(8.07)}, {'date': datetime.date(2025, 7, 4), 'result': 'Pass', 'wear': np.float64(7.82)}, {'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(23.95)}]",No,,Hilly Terrain
QR0349,V001,Tata Steel,LOT6535,2023-10-20,2026-10-20,4,"[{'date': datetime.date(2024, 11, 13), 'result': 'Pass', 'wear': np.float64(12.05)}, {'date': datetime.date(2024, 8, 5), 'result': 'Pass', 'wear': np.float64(27.48)}, {'date': datetime.date(2024, 12, 5), 'result': 'Pass', 'wear': np.float64(8.27)}, {'date': datetime.date(2024, 12, 10), 'result': 'Pass', 'wear': np.float64(17.79)}]",No,,Coastal Area
